"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.7","","","","1"
"2000","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.7","","","","1"
"2001","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.0","","","","1"
"2002","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.2","","","","1"
"2003","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.7","","","","1"
"2004","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.1","","","","1"
"2005","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.9","","","","1"
"2006","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.8","","","","1"
"2007","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.2","","","","1"
"2008","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.5","","","","1"
"2009","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","10.2","","","","1"
"2010","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.3","","","","1"
"2011","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.7","","","","1"
"2012","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.5","","","","1"
"2013","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.6","","","","1"
"2014","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.1","","","","1"
"2015","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.5","","","","1"
"2016","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","8.2","","","","1"
"2017","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","6.4","","","","1"
"2018","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","6.0","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","5.6","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","9.1","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","6.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063545786","6.8.2.1","4.6","","","","1"
"1990","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","10.5","","","","1"
"1991","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","11.6","","","","1"
"1992","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","11.8","","","","1"
"1993","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","12.4","","","","1"
"1994","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","11.4","","","","1"
"1995","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","11.0","","","","1"
"1996","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","11.1","","","","1"
"1997","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","10.7","","","","1"
"1998","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","10.1","","","","1"
"1999","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.9","","","","1"
"2000","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.2","","","","1"
"2001","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.5","","","","1"
"2002","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.1","","","","1"
"2003","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.4","","","","1"
"2004","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.8","","","","1"
"2005","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.5","","","","1"
"2006","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.7","","","","1"
"2007","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.6","","","","1"
"2008","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.3","","","","1"
"2009","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.1","","","","1"
"2010","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.1","","","","1"
"2011","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.3","","","","1"
"2012","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","7.1","","","","1"
"2013","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.9","","","","1"
"2014","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.5","","","","1"
"2015","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.8","","","","1"
"2016","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","6.0","","","","1"
"2017","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","5.6","","","","1"
"2018","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","4.9","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","4.4","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","8.7","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","5.8","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063545808","6.8.3.1","4.0","","","","1"
"1990","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","64.2","","","","1"
"1991","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","63.6","","","","1"
"1992","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.6","","","","1"
"1993","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.3","","","","1"
"1994","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.5","","","","1"
"1995","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.2","","","","1"
"1996","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","61.9","","","","1"
"1997","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.1","","","","1"
"1998","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.6","","","","1"
"1999","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","62.8","","","","1"
"2000","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","63.1","","","","1"
"2001","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","63.6","","","","1"
"2002","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.2","","","","1"
"2003","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","66.1","","","","1"
"2004","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.9","","","","1"
"2005","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.6","","","","1"
"2006","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.4","","","","1"
"2007","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.6","","","","1"
"2008","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.6","","","","1"
"2009","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.3","","","","1"
"2010","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.3","","","","1"
"2011","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.2","","","","1"
"2012","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063545830","6.9.1.1","65.3","","","","1"
